-12,-3,1,0,0.0662768,
-8,-3,5,0,0.1861598,
4,6,5,0,0.06822612,
-12,9,1,0,0.1959064,
-12,9,2,0,0.1822612,
-12,9,3,0,0.1949318,
-12,9,4,0,0.2046784,
-12,9,5,0,0.211501,
-8,9,1,0,0.1968811,
-8,9,2,0,0.1842105,
-8,9,3,0,0.1949318,
-8,9,4,0,0.2046784,
-4,-3,1,0,0.1978558,
-8,9,5,0,0.2095517,
-4,9,1,0,0.1978558,
-4,9,2,0,0.1832359,
-4,9,3,0,0.1949318,
-4,9,4,0,0.2046784,
-4,9,5,0,0.2095517,
0,9,1,0,0.1939571,
0,9,2,0,0.17154,
0,9,3,0,0.1803119,
0,9,4,0,0.1890838,
-4,-3,2,0,0.1832359,
0,9,5,0,0.1998051,
4,9,1,0,0.0662768,
4,9,2,0,0.06237817,
4,9,3,0,0.06432749,
4,9,4,0,0.06920078,
4,9,5,0,0.06822612,
-12,12,1,0,0.1939571,
-12,12,2,0,0.1822612,
-12,12,3,0,0.1959064,
-12,12,4,0,0.2046784,
-4,-3,3,0,0.1939571,
-12,12,5,0,0.2095517,
-8,12,1,0,0.1968811,
-8,12,2,0,0.1842105,
-8,12,3,0,0.1949318,
-8,12,4,0,0.2046784,
-8,12,5,0,0.2095517,
-4,12,1,0,0.1978558,
-4,12,2,0,0.1832359,
-4,12,3,0,0.1949318,
-4,12,4,0,0.2046784,
-4,-3,4,0,0.2046784,
-4,12,5,0,0.2095517,
0,12,1,0,0.1939571,
0,12,2,0,0.17154,
0,12,3,0,0.1803119,
0,12,4,0,0.1890838,
0,12,5,0,0.1998051,
4,12,1,0,0.0662768,
4,12,2,0,0.06237817,
4,12,3,0,0.06432749,
4,12,4,0,0.06920078,
-4,-3,5,0,0.208577,
4,12,5,0,0.06822612,
0,-3,1,0,0.125731,
0,-3,2,0,0.1335283,
0,-3,3,0,0.1374269,
0,-3,4,0,0.1471735,
-12,-3,2,0,0.06237817,
0,-3,5,0,0.1354776,
4,-3,1,0,0.0662768,
4,-3,2,0,0.06237817,
4,-3,3,0,0.06432749,
4,-3,4,0,0.06920078,
4,-3,5,0,0.06822612,
-12,0,1,0,0.0662768,
-12,0,2,0,0.06237817,
-12,0,3,0,0.06432749,
-12,0,4,0,0.06920078,
-12,-3,3,0,0.06432749,
-12,0,5,0,0.06822612,
-8,0,1,0,0.1978558,
-8,0,2,0,0.1832359,
-8,0,3,0,0.1949318,
-8,0,4,0,0.2046784,
-8,0,5,0,0.208577,
-4,0,1,0,0.1978558,
-4,0,2,0,0.1832359,
-4,0,3,0,0.1949318,
-4,0,4,0,0.205653,
-12,-3,4,0,0.06920078,
-4,0,5,0,0.208577,
0,0,1,0,0.1939571,
0,0,2,0,0.17154,
0,0,3,0,0.1793372,
0,0,4,0,0.1871345,
0,0,5,0,0.1988304,
4,0,1,0,0.0662768,
4,0,2,0,0.06237817,
4,0,3,0,0.06432749,
4,0,4,0,0.06920078,
-12,-3,5,0,0.06822612,
4,0,5,0,0.06822612,
-12,3,1,0,0.1968811,
-12,3,2,0,0.1842105,
-12,3,3,0,0.1949318,
-12,3,4,0,0.2046784,
-12,3,5,0,0.2095517,
-8,3,1,0,0.1978558,
-8,3,2,0,0.1842105,
-8,3,3,0,0.1959064,
-8,3,4,0,0.2046784,
-8,-3,1,0,0.1783626,
-8,3,5,0,0.2095517,
-4,3,1,0,0.1978558,
-4,3,2,0,0.1832359,
-4,3,3,0,0.1949318,
-4,3,4,0,0.2046784,
-4,3,5,0,0.208577,
0,3,1,0,0.1939571,
0,3,2,0,0.17154,
0,3,3,0,0.1803119,
0,3,4,0,0.1890838,
-8,-3,2,0,0.1617934,
0,3,5,0,0.1998051,
4,3,1,0,0.0662768,
4,3,2,0,0.06237817,
4,3,3,0,0.06432749,
4,3,4,0,0.06920078,
4,3,5,0,0.06822612,
-12,6,1,0,0.1968811,
-12,6,2,0,0.1822612,
-12,6,3,0,0.1959064,
-12,6,4,0,0.2046784,
-8,-3,3,0,0.1676413,
-12,6,5,0,0.2105263,
-8,6,1,0,0.1978558,
-8,6,2,0,0.1842105,
-8,6,3,0,0.1949318,
-8,6,4,0,0.2046784,
-8,6,5,0,0.208577,
-4,6,1,0,0.1978558,
-4,6,2,0,0.1832359,
-4,6,3,0,0.1949318,
-4,6,4,0,0.2046784,
-8,-3,4,0,0.1812865,
-4,6,5,0,0.2095517,
0,6,1,0,0.1939571,
0,6,2,0,0.17154,
0,6,3,0,0.1803119,
0,6,4,0,0.1890838,
0,6,5,0,0.1998051,
4,6,1,0,0.0662768,
4,6,2,0,0.06237817,
4,6,3,0,0.06432749,
4,6,4,0,0.06920078,
